,a,b,c
1665,15,80,30
1666,15,80,35
1667,15,80,40
1668,15,80,45
1669,15,80,50
1670,15,80,55
1671,15,80,60
1672,15,80,65
1673,15,80,70
1674,15,80,75
1675,15,80,80
1676,15,80,85
1677,15,80,90
1678,15,80,95
1679,15,80,100
1680,15,85,0
1681,15,85,5
1682,15,85,10
1683,15,85,15
1684,15,85,20
1685,15,85,25
1686,15,85,30
1687,15,85,35
1688,15,85,40
1689,15,85,45
1690,15,85,50
1691,15,85,55
1692,15,85,60
1693,15,85,65
1694,15,85,70
1695,15,85,75
1696,15,85,80
1697,15,85,85
1698,15,85,90
1699,15,85,95
1700,15,85,100
1701,15,90,0
1702,15,90,5
1703,15,90,10
1704,15,90,15
1705,15,90,20
1706,15,90,25
1707,15,90,30
1708,15,90,35
1709,15,90,40
1710,15,90,45
1711,15,90,50
1712,15,90,55
1713,15,90,60
1714,15,90,65
1715,15,90,70
1716,15,90,75
1717,15,90,80
1718,15,90,85
1719,15,90,90
1720,15,90,95
1721,15,90,100
1722,15,95,0
1723,15,95,5
1724,15,95,10
1725,15,95,15
1726,15,95,20
1727,15,95,25
1728,15,95,30
1729,15,95,35
1730,15,95,40
1731,15,95,45
1732,15,95,50
1733,15,95,55
1734,15,95,60
1735,15,95,65
1736,15,95,70
1737,15,95,75
1738,15,95,80
1739,15,95,85
1740,15,95,90
1741,15,95,95
1742,15,95,100
1743,15,100,0
1744,15,100,5
1745,15,100,10
1746,15,100,15
1747,15,100,20
1748,15,100,25
1749,15,100,30
1750,15,100,35
1751,15,100,40
1752,15,100,45
1753,15,100,50
1754,15,100,55
1755,15,100,60
1756,15,100,65
1757,15,100,70
1758,15,100,75
1759,15,100,80
1760,15,100,85
1761,15,100,90
1762,15,100,95
1763,15,100,100
1764,20,0,0
1765,20,0,5
1766,20,0,10
1767,20,0,15
1768,20,0,20
1769,20,0,25
1770,20,0,30
1771,20,0,35
1772,20,0,40
1773,20,0,45
1774,20,0,50
1775,20,0,55
1776,20,0,60
1777,20,0,65
1778,20,0,70
1779,20,0,75
1780,20,0,80
1781,20,0,85
1782,20,0,90
1783,20,0,95
1784,20,0,100
1785,20,5,0
1786,20,5,5
1787,20,5,10
1788,20,5,15
1789,20,5,20
1790,20,5,25
1791,20,5,30
1792,20,5,35
1793,20,5,40
1794,20,5,45
1795,20,5,50
1796,20,5,55
1797,20,5,60
1798,20,5,65
1799,20,5,70
1800,20,5,75
1801,20,5,80
1802,20,5,85
1803,20,5,90
1804,20,5,95
1805,20,5,100
1806,20,10,0
1807,20,10,5
1808,20,10,10
1809,20,10,15
1810,20,10,20
1811,20,10,25
1812,20,10,30
1813,20,10,35
1814,20,10,40
1815,20,10,45
1816,20,10,50
1817,20,10,55
1818,20,10,60
1819,20,10,65
1820,20,10,70
1821,20,10,75
1822,20,10,80
1823,20,10,85
1824,20,10,90
1825,20,10,95
1826,20,10,100
1827,20,15,0
1828,20,15,5
1829,20,15,10
1830,20,15,15
1831,20,15,20
1832,20,15,25
1833,20,15,30
1834,20,15,35
1835,20,15,40
1836,20,15,45
1837,20,15,50
1838,20,15,55
1839,20,15,60
1840,20,15,65
1841,20,15,70
1842,20,15,75
1843,20,15,80
1844,20,15,85
1845,20,15,90
1846,20,15,95
1847,20,15,100
1848,20,20,0
1849,20,20,5
1850,20,20,10
1851,20,20,15
1852,20,20,20
1853,20,20,25
1854,20,20,30
1855,20,20,35
1856,20,20,40
1857,20,20,45
1858,20,20,50
1859,20,20,55
1860,20,20,60
1861,20,20,65
1862,20,20,70
1863,20,20,75
1864,20,20,80
1865,20,20,85
1866,20,20,90
1867,20,20,95
1868,20,20,100
1869,20,25,0
1870,20,25,5
1871,20,25,10
1872,20,25,15
1873,20,25,20
1874,20,25,25
1875,20,25,30
1876,20,25,35
1877,20,25,40
1878,20,25,45
1879,20,25,50
1880,20,25,55
1881,20,25,60
1882,20,25,65
1883,20,25,70
1884,20,25,75
1885,20,25,80
1886,20,25,85
1887,20,25,90
1888,20,25,95
1889,20,25,100
1890,20,30,0
1891,20,30,5
1892,20,30,10
1893,20,30,15
1894,20,30,20
1895,20,30,25
1896,20,30,30
1897,20,30,35
1898,20,30,40
1899,20,30,45
1900,20,30,50
1901,20,30,55
1902,20,30,60
1903,20,30,65
1904,20,30,70
1905,20,30,75
1906,20,30,80
1907,20,30,85
1908,20,30,90
1909,20,30,95
1910,20,30,100
1911,20,35,0
1912,20,35,5
1913,20,35,10
1914,20,35,15
1915,20,35,20
1916,20,35,25
1917,20,35,30
1918,20,35,35
1919,20,35,40
1920,20,35,45
1921,20,35,50
1922,20,35,55
1923,20,35,60
1924,20,35,65
1925,20,35,70
1926,20,35,75
1927,20,35,80
1928,20,35,85
1929,20,35,90
1930,20,35,95
1931,20,35,100
1932,20,40,0
1933,20,40,5
1934,20,40,10
1935,20,40,15
1936,20,40,20
1937,20,40,25
1938,20,40,30
1939,20,40,35
1940,20,40,40
1941,20,40,45
1942,20,40,50
1943,20,40,55
1944,20,40,60
1945,20,40,65
1946,20,40,70
1947,20,40,75
1948,20,40,80
1949,20,40,85
1950,20,40,90
1951,20,40,95
1952,20,40,100
1953,20,45,0
1954,20,45,5
1955,20,45,10
1956,20,45,15
1957,20,45,20
1958,20,45,25
1959,20,45,30
1960,20,45,35
1961,20,45,40
1962,20,45,45
1963,20,45,50
1964,20,45,55
1965,20,45,60
1966,20,45,65
1967,20,45,70
1968,20,45,75
1969,20,45,80
1970,20,45,85
1971,20,45,90
1972,20,45,95
1973,20,45,100
1974,20,50,0
1975,20,50,5
1976,20,50,10
1977,20,50,15
1978,20,50,20
1979,20,50,25
1980,20,50,30
1981,20,50,35
1982,20,50,40
1983,20,50,45
1984,20,50,50
1985,20,50,55
1986,20,50,60
1987,20,50,65
1988,20,50,70
1989,20,50,75
1990,20,50,80
1991,20,50,85
1992,20,50,90
1993,20,50,95
1994,20,50,100
1995,20,55,0
1996,20,55,5
1997,20,55,10
1998,20,55,15
1999,20,55,20
2000,20,55,25
2001,20,55,30
2002,20,55,35
2003,20,55,40
2004,20,55,45
2005,20,55,50
2006,20,55,55
2007,20,55,60
2008,20,55,65
2009,20,55,70
2010,20,55,75
2011,20,55,80
2012,20,55,85
2013,20,55,90
2014,20,55,95
2015,20,55,100
2016,20,60,0
2017,20,60,5
2018,20,60,10
2019,20,60,15
2020,20,60,20
2021,20,60,25
2022,20,60,30
2023,20,60,35
2024,20,60,40
2025,20,60,45
2026,20,60,50
2027,20,60,55
2028,20,60,60
2029,20,60,65
2030,20,60,70
2031,20,60,75
2032,20,60,80
2033,20,60,85
2034,20,60,90
2035,20,60,95
2036,20,60,100
2037,20,65,0
2038,20,65,5
2039,20,65,10
2040,20,65,15
2041,20,65,20
2042,20,65,25
2043,20,65,30
2044,20,65,35
2045,20,65,40
2046,20,65,45
2047,20,65,50
2048,20,65,55
2049,20,65,60
2050,20,65,65
2051,20,65,70
2052,20,65,75
2053,20,65,80
2054,20,65,85
2055,20,65,90
2056,20,65,95
2057,20,65,100
2058,20,70,0
2059,20,70,5
2060,20,70,10
2061,20,70,15
2062,20,70,20
2063,20,70,25
2064,20,70,30
2065,20,70,35
2066,20,70,40
2067,20,70,45
2068,20,70,50
2069,20,70,55
2070,20,70,60
2071,20,70,65
2072,20,70,70
2073,20,70,75
2074,20,70,80
2075,20,70,85
2076,20,70,90
2077,20,70,95
2078,20,70,100
2079,20,75,0
2080,20,75,5
2081,20,75,10
2082,20,75,15
2083,20,75,20
2084,20,75,25
2085,20,75,30
2086,20,75,35
2087,20,75,40
2088,20,75,45
2089,20,75,50
2090,20,75,55
2091,20,75,60
2092,20,75,65
2093,20,75,70
2094,20,75,75
2095,20,75,80
2096,20,75,85
2097,20,75,90
2098,20,75,95
2099,20,75,100
2100,20,80,0
2101,20,80,5
2102,20,80,10
2103,20,80,15
2104,20,80,20
2105,20,80,25
2106,20,80,30
2107,20,80,35
2108,20,80,40
2109,20,80,45
2110,20,80,50
2111,20,80,55
2112,20,80,60
2113,20,80,65
2114,20,80,70
2115,20,80,75
2116,20,80,80
2117,20,80,85
2118,20,80,90
2119,20,80,95
2120,20,80,100
2121,20,85,0
2122,20,85,5
2123,20,85,10
2124,20,85,15
2125,20,85,20
2126,20,85,25
2127,20,85,30
2128,20,85,35
2129,20,85,40
2130,20,85,45
2131,20,85,50
2132,20,85,55
2133,20,85,60
2134,20,85,65
2135,20,85,70
2136,20,85,75
2137,20,85,80
2138,20,85,85
2139,20,85,90
2140,20,85,95
2141,20,85,100
2142,20,90,0
2143,20,90,5
2144,20,90,10
2145,20,90,15
2146,20,90,20
2147,20,90,25
2148,20,90,30
2149,20,90,35
2150,20,90,40
2151,20,90,45
2152,20,90,50
2153,20,90,55
2154,20,90,60
2155,20,90,65
2156,20,90,70
2157,20,90,75
2158,20,90,80
2159,20,90,85
2160,20,90,90
2161,20,90,95
2162,20,90,100
2163,20,95,0
2164,20,95,5
2165,20,95,10
2166,20,95,15
2167,20,95,20
2168,20,95,25
2169,20,95,30
2170,20,95,35
2171,20,95,40
2172,20,95,45
2173,20,95,50
2174,20,95,55
2175,20,95,60
2176,20,95,65
2177,20,95,70
2178,20,95,75
2179,20,95,80
2180,20,95,85
2181,20,95,90
2182,20,95,95
2183,20,95,100
2184,20,100,0
2185,20,100,5
2186,20,100,10
2187,20,100,15
2188,20,100,20
2189,20,100,25
2190,20,100,30
2191,20,100,35
2192,20,100,40
2193,20,100,45
2194,20,100,50
2195,20,100,55
2196,20,100,60
2197,20,100,65
2198,20,100,70
2199,20,100,75
2200,20,100,80
2201,20,100,85
2202,20,100,90
2203,20,100,95
2204,20,100,100
2205,25,0,0
2206,25,0,5
2207,25,0,10
2208,25,0,15
2209,25,0,20
2210,25,0,25
2211,25,0,30
2212,25,0,35
2213,25,0,40
2214,25,0,45
2215,25,0,50
2216,25,0,55
2217,25,0,60
2218,25,0,65
2219,25,0,70
2220,25,0,75
2221,25,0,80
2222,25,0,85
2223,25,0,90
2224,25,0,95
2225,25,0,100
2226,25,5,0
2227,25,5,5
2228,25,5,10
2229,25,5,15
2230,25,5,20
2231,25,5,25
2232,25,5,30
2233,25,5,35
2234,25,5,40
2235,25,5,45
2236,25,5,50
2237,25,5,55
2238,25,5,60
2239,25,5,65
2240,25,5,70
2241,25,5,75
2242,25,5,80
2243,25,5,85
2244,25,5,90
2245,25,5,95
2246,25,5,100
2247,25,10,0
2248,25,10,5
2249,25,10,10
2250,25,10,15
2251,25,10,20
2252,25,10,25
2253,25,10,30
2254,25,10,35
2255,25,10,40
2256,25,10,45
2257,25,10,50
2258,25,10,55
2259,25,10,60
2260,25,10,65
2261,25,10,70
2262,25,10,75
2263,25,10,80
2264,25,10,85
2265,25,10,90
2266,25,10,95
2267,25,10,100
2268,25,15,0
2269,25,15,5
2270,25,15,10
2271,25,15,15
2272,25,15,20
2273,25,15,25
2274,25,15,30
2275,25,15,35
2276,25,15,40
2277,25,15,45
2278,25,15,50
2279,25,15,55
2280,25,15,60
2281,25,15,65
2282,25,15,70
2283,25,15,75
2284,25,15,80
2285,25,15,85
2286,25,15,90
2287,25,15,95
2288,25,15,100
2289,25,20,0
2290,25,20,5
2291,25,20,10
2292,25,20,15
2293,25,20,20
2294,25,20,25
2295,25,20,30
2296,25,20,35
2297,25,20,40
2298,25,20,45
2299,25,20,50
2300,25,20,55
2301,25,20,60
2302,25,20,65
2303,25,20,70
2304,25,20,75
2305,25,20,80
2306,25,20,85
2307,25,20,90
2308,25,20,95
2309,25,20,100
2310,25,25,0
2311,25,25,5
2312,25,25,10
2313,25,25,15
2314,25,25,20
2315,25,25,25
2316,25,25,30
2317,25,25,35
2318,25,25,40
2319,25,25,45
2320,25,25,50
2321,25,25,55
2322,25,25,60
2323,25,25,65
2324,25,25,70
2325,25,25,75
2326,25,25,80
2327,25,25,85
2328,25,25,90
2329,25,25,95
2330,25,25,100
2331,25,30,0
2332,25,30,5
2333,25,30,10
2334,25,30,15
2335,25,30,20
2336,25,30,25
2337,25,30,30
2338,25,30,35
2339,25,30,40
2340,25,30,45
2341,25,30,50
2342,25,30,55
2343,25,30,60
2344,25,30,65
2345,25,30,70
2346,25,30,75
2347,25,30,80
2348,25,30,85
2349,25,30,90
2350,25,30,95
2351,25,30,100
2352,25,35,0
2353,25,35,5
2354,25,35,10
2355,25,35,15
2356,25,35,20
2357,25,35,25
2358,25,35,30
2359,25,35,35
2360,25,35,40
2361,25,35,45
2362,25,35,50
2363,25,35,55
2364,25,35,60
2365,25,35,65
2366,25,35,70
2367,25,35,75
2368,25,35,80
2369,25,35,85
2370,25,35,90
2371,25,35,95
2372,25,35,100
2373,25,40,0
2374,25,40,5
2375,25,40,10
2376,25,40,15
2377,25,40,20
2378,25,40,25
2379,25,40,30
2380,25,40,35
2381,25,40,40
2382,25,40,45
2383,25,40,50
2384,25,40,55
2385,25,40,60
2386,25,40,65
2387,25,40,70
2388,25,40,75
2389,25,40,80
2390,25,40,85
2391,25,40,90
2392,25,40,95
2393,25,40,100
2394,25,45,0
2395,25,45,5
2396,25,45,10
2397,25,45,15
2398,25,45,20
2399,25,45,25
2400,25,45,30
2401,25,45,35
2402,25,45,40
2403,25,45,45
2404,25,45,50
2405,25,45,55
2406,25,45,60
2407,25,45,65
2408,25,45,70
2409,25,45,75
2410,25,45,80
2411,25,45,85
2412,25,45,90
2413,25,45,95
2414,25,45,100
2415,25,50,0
2416,25,50,5
2417,25,50,10
2418,25,50,15
2419,25,50,20
2420,25,50,25
2421,25,50,30
2422,25,50,35
2423,25,50,40
2424,25,50,45
2425,25,50,50
2426,25,50,55
2427,25,50,60
2428,25,50,65
2429,25,50,70
2430,25,50,75
2431,25,50,80
2432,25,50,85
2433,25,50,90
2434,25,50,95
2435,25,50,100
2436,25,55,0
2437,25,55,5
2438,25,55,10
2439,25,55,15
2440,25,55,20
2441,25,55,25
2442,25,55,30
2443,25,55,35
2444,25,55,40
2445,25,55,45
2446,25,55,50
2447,25,55,55
2448,25,55,60
2449,25,55,65
2450,25,55,70
2451,25,55,75
2452,25,55,80
2453,25,55,85
2454,25,55,90
2455,25,55,95
2456,25,55,100
2457,25,60,0
2458,25,60,5
2459,25,60,10
2460,25,60,15
2461,25,60,20
2462,25,60,25
2463,25,60,30
2464,25,60,35
2465,25,60,40
2466,25,60,45
2467,25,60,50
2468,25,60,55
2469,25,60,60
2470,25,60,65
2471,25,60,70
2472,25,60,75
2473,25,60,80
2474,25,60,85
2475,25,60,90
2476,25,60,95
2477,25,60,100
2478,25,65,0
2479,25,65,5
2480,25,65,10
2481,25,65,15
2482,25,65,20
2483,25,65,25
2484,25,65,30
2485,25,65,35
2486,25,65,40
2487,25,65,45
2488,25,65,50
2489,25,65,55
2490,25,65,60
2491,25,65,65
2492,25,65,70
2493,25,65,75
2494,25,65,80
2495,25,65,85
2496,25,65,90
2497,25,65,95
2498,25,65,100
2499,25,70,0
2500,25,70,5
2501,25,70,10
2502,25,70,15
2503,25,70,20
2504,25,70,25
2505,25,70,30
2506,25,70,35
2507,25,70,40
2508,25,70,45
2509,25,70,50
2510,25,70,55
2511,25,70,60
2512,25,70,65
2513,25,70,70
2514,25,70,75
2515,25,70,80
2516,25,70,85
2517,25,70,90
2518,25,70,95
2519,25,70,100
2520,25,75,0
2521,25,75,5
2522,25,75,10
2523,25,75,15
2524,25,75,20
2525,25,75,25
2526,25,75,30
2527,25,75,35
2528,25,75,40
2529,25,75,45
2530,25,75,50
2531,25,75,55
2532,25,75,60
2533,25,75,65
2534,25,75,70
2535,25,75,75
2536,25,75,80
2537,25,75,85
2538,25,75,90
2539,25,75,95
2540,25,75,100
2541,25,80,0
2542,25,80,5
2543,25,80,10
2544,25,80,15
2545,25,80,20
2546,25,80,25
2547,25,80,30
2548,25,80,35
2549,25,80,40
2550,25,80,45
2551,25,80,50
2552,25,80,55
2553,25,80,60
2554,25,80,65
2555,25,80,70
2556,25,80,75
2557,25,80,80
2558,25,80,85
2559,25,80,90
2560,25,80,95
2561,25,80,100
2562,25,85,0
2563,25,85,5
2564,25,85,10
2565,25,85,15
2566,25,85,20
2567,25,85,25
2568,25,85,30
2569,25,85,35
2570,25,85,40
2571,25,85,45
2572,25,85,50
2573,25,85,55
2574,25,85,60
2575,25,85,65
2576,25,85,70
2577,25,85,75
2578,25,85,80
2579,25,85,85
2580,25,85,90
2581,25,85,95
2582,25,85,100
2583,25,90,0
2584,25,90,5
2585,25,90,10
2586,25,90,15
2587,25,90,20
2588,25,90,25
2589,25,90,30
2590,25,90,35
2591,25,90,40
2592,25,90,45
2593,25,90,50
2594,25,90,55
2595,25,90,60
2596,25,90,65
2597,25,90,70
2598,25,90,75
2599,25,90,80
2600,25,90,85
2601,25,90,90
2602,25,90,95
2603,25,90,100
2604,25,95,0
2605,25,95,5
2606,25,95,10
2607,25,95,15
2608,25,95,20
2609,25,95,25
2610,25,95,30
2611,25,95,35
2612,25,95,40
2613,25,95,45
2614,25,95,50
2615,25,95,55
2616,25,95,60
2617,25,95,65
2618,25,95,70
2619,25,95,75
2620,25,95,80
2621,25,95,85
2622,25,95,90
2623,25,95,95
2624,25,95,100
2625,25,100,0
2626,25,100,5
2627,25,100,10
2628,25,100,15
2629,25,100,20
2630,25,100,25
2631,25,100,30
2632,25,100,35
2633,25,100,40
2634,25,100,45
2635,25,100,50
2636,25,100,55
2637,25,100,60
2638,25,100,65
2639,25,100,70
2640,25,100,75
2641,25,100,80
2642,25,100,85
2643,25,100,90
2644,25,100,95
2645,25,100,100
2646,30,0,0
2647,30,0,5
2648,30,0,10
2649,30,0,15
2650,30,0,20
2651,30,0,25
2652,30,0,30
2653,30,0,35
2654,30,0,40
2655,30,0,45
2656,30,0,50
2657,30,0,55
2658,30,0,60
2659,30,0,65
2660,30,0,70
2661,30,0,75
2662,30,0,80
2663,30,0,85
2664,30,0,90
2665,30,0,95
2666,30,0,100
2667,30,5,0
2668,30,5,5
2669,30,5,10
2670,30,5,15
2671,30,5,20
2672,30,5,25
2673,30,5,30
2674,30,5,35
2675,30,5,40
2676,30,5,45
2677,30,5,50
2678,30,5,55
2679,30,5,60
2680,30,5,65
2681,30,5,70
2682,30,5,75
2683,30,5,80
2684,30,5,85
2685,30,5,90
2686,30,5,95
2687,30,5,100
2688,30,10,0
2689,30,10,5
2690,30,10,10
2691,30,10,15
2692,30,10,20
2693,30,10,25
2694,30,10,30
2695,30,10,35
2696,30,10,40
2697,30,10,45
2698,30,10,50
2699,30,10,55
2700,30,10,60
2701,30,10,65
2702,30,10,70
2703,30,10,75
2704,30,10,80
2705,30,10,85
2706,30,10,90
2707,30,10,95
2708,30,10,100
2709,30,15,0
2710,30,15,5
2711,30,15,10
2712,30,15,15
2713,30,15,20
2714,30,15,25
2715,30,15,30
2716,30,15,35
2717,30,15,40
2718,30,15,45
2719,30,15,50
2720,30,15,55
2721,30,15,60
2722,30,15,65
2723,30,15,70
2724,30,15,75
2725,30,15,80
2726,30,15,85
2727,30,15,90
2728,30,15,95
2729,30,15,100
2730,30,20,0
2731,30,20,5
2732,30,20,10
2733,30,20,15
2734,30,20,20
2735,30,20,25
2736,30,20,30
2737,30,20,35
2738,30,20,40
2739,30,20,45
2740,30,20,50
2741,30,20,55
2742,30,20,60
2743,30,20,65
2744,30,20,70
2745,30,20,75
2746,30,20,80
2747,30,20,85
2748,30,20,90
2749,30,20,95
2750,30,20,100
2751,30,25,0
2752,30,25,5
2753,30,25,10
2754,30,25,15
2755,30,25,20
2756,30,25,25
2757,30,25,30
2758,30,25,35
2759,30,25,40
2760,30,25,45
2761,30,25,50
2762,30,25,55
2763,30,25,60
2764,30,25,65
2765,30,25,70
2766,30,25,75
2767,30,25,80
2768,30,25,85
2769,30,25,90
2770,30,25,95
2771,30,25,100
2772,30,30,0
2773,30,30,5
2774,30,30,10
2775,30,30,15
2776,30,30,20
2777,30,30,25
2778,30,30,30
2779,30,30,35
2780,30,30,40
2781,30,30,45
2782,30,30,50
2783,30,30,55
2784,30,30,60
2785,30,30,65
2786,30,30,70
2787,30,30,75
2788,30,30,80
2789,30,30,85
2790,30,30,90
2791,30,30,95
2792,30,30,100
2793,30,35,0
2794,30,35,5
2795,30,35,10
2796,30,35,15
2797,30,35,20
2798,30,35,25
2799,30,35,30
2800,30,35,35
2801,30,35,40
2802,30,35,45
2803,30,35,50
2804,30,35,55
2805,30,35,60
2806,30,35,65
2807,30,35,70
2808,30,35,75
2809,30,35,80
2810,30,35,85
2811,30,35,90
2812,30,35,95
2813,30,35,100
2814,30,40,0
2815,30,40,5
2816,30,40,10
2817,30,40,15
2818,30,40,20
2819,30,40,25
2820,30,40,30
2821,30,40,35
2822,30,40,40
2823,30,40,45
2824,30,40,50
2825,30,40,55
2826,30,40,60
2827,30,40,65
2828,30,40,70
2829,30,40,75
2830,30,40,80
2831,30,40,85
2832,30,40,90
2833,30,40,95
2834,30,40,100
2835,30,45,0
2836,30,45,5
2837,30,45,10
2838,30,45,15
2839,30,45,20
2840,30,45,25
2841,30,45,30
2842,30,45,35
2843,30,45,40
2844,30,45,45
2845,30,45,50
2846,30,45,55
2847,30,45,60
2848,30,45,65
2849,30,45,70
2850,30,45,75
2851,30,45,80
2852,30,45,85
2853,30,45,90
2854,30,45,95
2855,30,45,100
2856,30,50,0
2857,30,50,5
2858,30,50,10
2859,30,50,15
2860,30,50,20
2861,30,50,25
2862,30,50,30
2863,30,50,35
2864,30,50,40
2865,30,50,45
2866,30,50,50
2867,30,50,55
2868,30,50,60
2869,30,50,65
2870,30,50,70
2871,30,50,75
2872,30,50,80
2873,30,50,85
2874,30,50,90
2875,30,50,95
2876,30,50,100
2877,30,55,0
2878,30,55,5
2879,30,55,10
2880,30,55,15
2881,30,55,20
2882,30,55,25
2883,30,55,30
2884,30,55,35
2885,30,55,40
2886,30,55,45
2887,30,55,50
2888,30,55,55
2889,30,55,60
2890,30,55,65
2891,30,55,70
2892,30,55,75
2893,30,55,80
2894,30,55,85
2895,30,55,90
2896,30,55,95
2897,30,55,100
2898,30,60,0
2899,30,60,5
2900,30,60,10
2901,30,60,15
2902,30,60,20
2903,30,60,25
2904,30,60,30
2905,30,60,35
2906,30,60,40
2907,30,60,45
2908,30,60,50
2909,30,60,55
2910,30,60,60
2911,30,60,65
2912,30,60,70
2913,30,60,75
2914,30,60,80
2915,30,60,85
2916,30,60,90
2917,30,60,95
2918,30,60,100
2919,30,65,0
2920,30,65,5
2921,30,65,10
2922,30,65,15
2923,30,65,20
2924,30,65,25
2925,30,65,30
2926,30,65,35
2927,30,65,40
2928,30,65,45
2929,30,65,50
2930,30,65,55
2931,30,65,60
2932,30,65,65
2933,30,65,70
2934,30,65,75
2935,30,65,80
2936,30,65,85
2937,30,65,90
2938,30,65,95
2939,30,65,100
2940,30,70,0
2941,30,70,5
2942,30,70,10
2943,30,70,15
2944,30,70,20
2945,30,70,25
2946,30,70,30
2947,30,70,35
2948,30,70,40
2949,30,70,45
2950,30,70,50
2951,30,70,55
2952,30,70,60
2953,30,70,65
2954,30,70,70
2955,30,70,75
2956,30,70,80
2957,30,70,85
2958,30,70,90
2959,30,70,95
2960,30,70,100
2961,30,75,0
2962,30,75,5
2963,30,75,10
2964,30,75,15
2965,30,75,20
2966,30,75,25
2967,30,75,30
2968,30,75,35
2969,30,75,40
2970,30,75,45
2971,30,75,50
2972,30,75,55
2973,30,75,60
2974,30,75,65
2975,30,75,70
2976,30,75,75
2977,30,75,80
2978,30,75,85
2979,30,75,90
2980,30,75,95
2981,30,75,100
2982,30,80,0
2983,30,80,5
2984,30,80,10
2985,30,80,15
2986,30,80,20
2987,30,80,25
2988,30,80,30
2989,30,80,35
2990,30,80,40
2991,30,80,45
2992,30,80,50
2993,30,80,55
2994,30,80,60
2995,30,80,65
2996,30,80,70
2997,30,80,75
2998,30,80,80
2999,30,80,85
3000,30,80,90
3001,30,80,95
3002,30,80,100
3003,30,85,0
3004,30,85,5
3005,30,85,10
3006,30,85,15
3007,30,85,20
3008,30,85,25
3009,30,85,30
3010,30,85,35
3011,30,85,40
3012,30,85,45
3013,30,85,50
3014,30,85,55
3015,30,85,60
3016,30,85,65
3017,30,85,70
3018,30,85,75
3019,30,85,80
3020,30,85,85
3021,30,85,90
3022,30,85,95
3023,30,85,100
3024,30,90,0
3025,30,90,5
3026,30,90,10
3027,30,90,15
3028,30,90,20
3029,30,90,25
3030,30,90,30
3031,30,90,35
3032,30,90,40
3033,30,90,45
3034,30,90,50
3035,30,90,55
3036,30,90,60
3037,30,90,65
3038,30,90,70
3039,30,90,75
3040,30,90,80
3041,30,90,85
3042,30,90,90
3043,30,90,95
3044,30,90,100
3045,30,95,0
3046,30,95,5
3047,30,95,10
3048,30,95,15
3049,30,95,20
3050,30,95,25
3051,30,95,30
3052,30,95,35
3053,30,95,40
3054,30,95,45
3055,30,95,50
3056,30,95,55
3057,30,95,60
3058,30,95,65
3059,30,95,70
3060,30,95,75
3061,30,95,80
3062,30,95,85
3063,30,95,90
3064,30,95,95
3065,30,95,100
3066,30,100,0
3067,30,100,5
3068,30,100,10
3069,30,100,15
3070,30,100,20
3071,30,100,25
3072,30,100,30
3073,30,100,35
3074,30,100,40
3075,30,100,45
3076,30,100,50
3077,30,100,55
3078,30,100,60
3079,30,100,65
3080,30,100,70
3081,30,100,75
3082,30,100,80
3083,30,100,85
3084,30,100,90
3085,30,100,95
3086,30,100,100
3087,35,0,0
3088,35,0,5
3089,35,0,10
3090,35,0,15
3091,35,0,20
3092,35,0,25
3093,35,0,30
3094,35,0,35
3095,35,0,40
3096,35,0,45
3097,35,0,50
3098,35,0,55
3099,35,0,60
3100,35,0,65
3101,35,0,70
3102,35,0,75
3103,35,0,80
3104,35,0,85
3105,35,0,90
3106,35,0,95
3107,35,0,100
3108,35,5,0
3109,35,5,5
3110,35,5,10
3111,35,5,15
3112,35,5,20
3113,35,5,25
3114,35,5,30
3115,35,5,35
3116,35,5,40
3117,35,5,45
3118,35,5,50
3119,35,5,55
3120,35,5,60
3121,35,5,65
3122,35,5,70
3123,35,5,75
3124,35,5,80
3125,35,5,85
3126,35,5,90
3127,35,5,95
3128,35,5,100
3129,35,10,0
3130,35,10,5
3131,35,10,10
3132,35,10,15
3133,35,10,20
3134,35,10,25
3135,35,10,30
3136,35,10,35
3137,35,10,40
3138,35,10,45
3139,35,10,50
3140,35,10,55
3141,35,10,60
3142,35,10,65
3143,35,10,70
3144,35,10,75
3145,35,10,80
3146,35,10,85
3147,35,10,90
3148,35,10,95
3149,35,10,100
3150,35,15,0
3151,35,15,5
3152,35,15,10
3153,35,15,15
3154,35,15,20
3155,35,15,25
3156,35,15,30
3157,35,15,35
3158,35,15,40
3159,35,15,45
3160,35,15,50
3161,35,15,55
3162,35,15,60
3163,35,15,65
3164,35,15,70
3165,35,15,75
3166,35,15,80
3167,35,15,85
3168,35,15,90
3169,35,15,95
3170,35,15,100
3171,35,20,0
3172,35,20,5
3173,35,20,10
3174,35,20,15
3175,35,20,20
3176,35,20,25
3177,35,20,30
3178,35,20,35
3179,35,20,40
3180,35,20,45
3181,35,20,50
3182,35,20,55
3183,35,20,60
3184,35,20,65
3185,35,20,70
3186,35,20,75
3187,35,20,80
3188,35,20,85
3189,35,20,90
3190,35,20,95
3191,35,20,100
3192,35,25,0
3193,35,25,5
3194,35,25,10
3195,35,25,15
3196,35,25,20
3197,35,25,25
3198,35,25,30
3199,35,25,35
3200,35,25,40
3201,35,25,45
3202,35,25,50
3203,35,25,55
3204,35,25,60
3205,35,25,65
3206,35,25,70
3207,35,25,75
3208,35,25,80
3209,35,25,85
3210,35,25,90
3211,35,25,95
3212,35,25,100
3213,35,30,0
3214,35,30,5
3215,35,30,10
3216,35,30,15
3217,35,30,20
3218,35,30,25
